"Tanggal","ID_Mahasiswa","Jenis_Kelamin","Program_Studi","Semester","IPK_Terakhir","Perangkat_Andal","Koneksi_Stabil","Jenis_Perangkat","Platform_Daring","Interaktif_Daring","Responsivitas_Dosen","Diskusi_Teman","Fitur_Interaktif","Motivasi_Daring","Materi_Menarik","Tujuan_Akademik","Faktor_Motivasi","Gangguan_Teknis","Fokus_Daring","Tantangan_Utama","Perlu_Ditingkatkan"
"19982","M0323","Tidak ingin menyebutkan","Desain Produk",8,2.4,1,5,"Tablet","Google Meet",3,3,"Jarang","Polling",2,4,"Ya","Akses materi daring","Kadang-kadang",1,"Koneksi internet lambat","Kualitas Perangkat, Koneksi Internet, Lainnya"
"19721","M0324","Tidak ingin menyebutkan","Sains Data",2,3.3,3,2,"Smartphone","Google Classroom",3,1,"Jarang","Breakout Rooms",4,1,"Ya","Efisiensi","Tidak Pernah",2,"Sulit fokus","Koneksi Internet, Materi Kuliah, Interaksi Mahasiswa"
"19743","M0325","Perempuan","Desain Produk",1,3.5,2,4,"Smartphone","Google Meet",4,1,"Jarang","Polling",4,3,"Tidak","Tugas yang menarik","Selalu",3,"Tidak bisa diskusi tatap muka","Materi Kuliah"
"19760","M0326","Laki-laki","Teknik Pertambangan",1,3,5,4,"Smartphone","Google Classroom",1,2,"Jarang","Breakout Rooms",3,5,"Tidak","Interaksi dosen","Sering",4,"Gangguan teknis","Koneksi Internet, Interaksi Dosen, Lainnya"
"19818","M0327","Tidak ingin menyebutkan","Sains Data",7,3.7,2,1,"Smartphone","Google Meet",1,2,"Tidak Pernah","Chat",2,3,"Ya","Interaksi dosen","Tidak Pernah",1,"Sulit bertanya dengan bebas","Kualitas Perangkat, Interaksi Mahasiswa"
"19498","M0328","Tidak ingin menyebutkan","Sains Data",5,3.7,2,2,"Smartphone","Google Meet",3,3,"Kadang-kadang","Polling",1,4,"Tidak","Tugas yang menarik","Jarang",5,"Sulit bertanya dengan bebas","Lainnya"
"19388","M0329","Tidak ingin menyebutkan","Teknik Perminyakan",2,4,5,1,"Smartphone","Google Meet",3,3,"Selalu","Chat",1,4,"Ya","Akses materi daring","Tidak Pernah",5,"Tidak bisa diskusi tatap muka","Interaksi Dosen, Interaksi Mahasiswa, Koneksi Internet"
"19472","M0330","Tidak ingin menyebutkan","Desain Produk",6,3.3,4,5,"Smartphone","Google Meet",5,1,"Sering","Tidak Ada",1,4,"Tidak","Interaksi dosen","Selalu",4,"Koneksi internet lambat","Kualitas Perangkat, Lainnya"
"19451","M0331","Tidak ingin menyebutkan","Desain Produk",2,3.3,5,3,"Laptop","Google Classroom",5,3,"Selalu","Chat",5,2,"Tidak","Bisa belajar lebih dalam","Sering",3,"Tidak bisa diskusi tatap muka","Koneksi Internet"
"20071","M0332","Tidak ingin menyebutkan","Sains Data",1,2.1,3,1,"Laptop","Zoom",4,5,"Tidak Pernah","Breakout Rooms",3,2,"Tidak","Akses materi daring","Jarang",2,"Kurang interaksi","Interaksi Dosen, Kualitas Perangkat, Koneksi Internet"
"19373","M0333","Laki-laki","Sains Data",3,2.4,4,5,"Laptop","Zoom",4,2,"Jarang","Chat",3,2,"Tidak","Fleksibilitas waktu","Sering",5,"Sulit bertanya dengan bebas","Koneksi Internet, Materi Kuliah, Kualitas Perangkat"
"20066","M0334","Laki-laki","Teknik Perminyakan",4,2.1,5,1,"Laptop","Zoom",2,1,"Kadang-kadang","Chat",1,3,"Ya","Akses materi daring","Kadang-kadang",5,"Sulit bertanya dengan bebas","Lainnya, Materi Kuliah"
"19777","M0335","Laki-laki","Sains Data",7,3.7,3,3,"Smartphone","Zoom",2,2,"Selalu","Breakout Rooms",1,4,"Ya","Interaksi dosen","Jarang",1,"Kurang interaksi","Koneksi Internet, Lainnya"
"19535","M0336","Laki-laki","Sains Data",2,2.8,3,1,"Smartphone","Google Classroom",4,2,"Jarang","Chat",5,4,"Tidak","Interaksi dosen","Kadang-kadang",3,"Koneksi internet lambat","Koneksi Internet, Kualitas Perangkat, Interaksi Dosen"
"19774","M0337","Laki-laki","Teknik Perminyakan",6,3.6,2,2,"Laptop","Google Classroom",2,3,"Sering","Polling",4,2,"Tidak","Efisiensi","Selalu",2,"Sulit bertanya dengan bebas","Materi Kuliah, Interaksi Dosen, Lainnya"
"19821","M0338","Perempuan","Teknik Perminyakan",2,2.3,4,2,"Laptop","Google Meet",5,3,"Tidak Pernah","Polling",2,1,"Ya","Efisiensi","Jarang",3,"Tidak bisa diskusi tatap muka","Lainnya"
"19769","M0339","Laki-laki","Teknik Informatika",8,2.8,2,2,"Smartphone","Zoom",4,4,"Tidak Pernah","Chat",3,5,"Ya","Bisa belajar lebih dalam","Kadang-kadang",2,"Sulit fokus","Interaksi Dosen, Lainnya"
"19534","M0340","Perempuan","Sains Data",7,3.4,4,4,"Smartphone","Google Meet",3,2,"Kadang-kadang","Chat",1,3,"Ya","Tugas yang menarik","Kadang-kadang",1,"Koneksi internet lambat","Interaksi Mahasiswa, Materi Kuliah"
"19881","M0341","Perempuan","Desain Produk",5,2.1,1,1,"Smartphone","Zoom",5,5,"Sering","Chat",4,4,"Tidak","Interaksi dosen","Jarang",3,"Sulit fokus","Interaksi Mahasiswa, Koneksi Internet, Materi Kuliah"
"19794","M0342","Tidak ingin menyebutkan","Teknik Pertambangan",2,2.7,3,4,"Tablet","Zoom",5,5,"Kadang-kadang","Polling",1,4,"Ya","Akses materi daring","Kadang-kadang",5,"Kurang memahami materi sulit","Lainnya"
"19935","M0343","Tidak ingin menyebutkan","Desain Produk",3,3.6,2,1,"Laptop","Google Meet",1,4,"Jarang","Breakout Rooms",5,5,"Tidak","Fleksibilitas waktu","Kadang-kadang",1,"Kurang memahami materi sulit","Materi Kuliah, Kualitas Perangkat, Interaksi Dosen"
"19919","M0344","Laki-laki","Teknik Informatika",5,3.7,3,1,"Smartphone","Zoom",2,1,"Kadang-kadang","Tidak Ada",3,5,"Ya","Efisiensi","Jarang",3,"Sulit bertanya dengan bebas","Kualitas Perangkat"
"19561","M0345","Perempuan","Desain Produk",8,3.7,4,3,"Smartphone","Google Meet",3,5,"Sering","Polling",4,3,"Tidak","Interaksi dosen","Jarang",4,"Kurang interaksi","Koneksi Internet, Interaksi Dosen, Kualitas Perangkat"
"19532","M0346","Perempuan","Sains Data",3,3.9,4,4,"Smartphone","Zoom",4,5,"Tidak Pernah","Tidak Ada",1,1,"Ya","Fleksibilitas waktu","Jarang",3,"Tidak bisa diskusi tatap muka","Interaksi Mahasiswa"
"19730","M0347","Laki-laki","Teknik Perminyakan",3,2.8,2,3,"Smartphone","Zoom",4,1,"Tidak Pernah","Breakout Rooms",3,2,"Ya","Tugas yang menarik","Kadang-kadang",4,"Tidak bisa diskusi tatap muka","Lainnya"
"20003","M0348","Tidak ingin menyebutkan","Sains Data",2,3.9,5,3,"Smartphone","Google Meet",4,2,"Sering","Chat",1,2,"Ya","Bisa belajar lebih dalam","Tidak Pernah",1,"Sulit fokus","Interaksi Dosen"
"19821","M0349","Tidak ingin menyebutkan","Sains Data",3,3.4,2,4,"Tablet","Google Meet",1,3,"Tidak Pernah","Polling",4,3,"Ya","Akses materi daring","Tidak Pernah",4,"Koneksi internet lambat","Interaksi Dosen, Koneksi Internet"
"19741","M0350","Perempuan","Desain Produk",8,2.8,4,1,"Laptop","Google Meet",2,4,"Kadang-kadang","Chat",4,1,"Tidak","Tugas yang menarik","Jarang",1,"Koneksi internet lambat","Interaksi Mahasiswa, Lainnya"
"19479","M0351","Laki-laki","Teknik Informatika",3,2.8,5,2,"Smartphone","Google Classroom",5,3,"Jarang","Tidak Ada",3,2,"Ya","Bisa belajar lebih dalam","Jarang",2,"Tidak bisa diskusi tatap muka","Lainnya, Kualitas Perangkat"
"19756","M0352","Tidak ingin menyebutkan","Sains Data",6,2.4,3,1,"Laptop","Zoom",3,1,"Jarang","Polling",4,2,"Ya","Bisa belajar lebih dalam","Kadang-kadang",3,"Koneksi internet lambat","Materi Kuliah"
"19760","M0353","Perempuan","Teknik Informatika",8,3.5,2,4,"Tablet","Zoom",3,5,"Jarang","Tidak Ada",4,5,"Ya","Bisa belajar lebih dalam","Sering",1,"Kurang interaksi","Interaksi Mahasiswa"
"19672","M0354","Laki-laki","Teknik Perminyakan",1,2.9,5,1,"Laptop","Zoom",4,5,"Tidak Pernah","Breakout Rooms",2,3,"Ya","Efisiensi","Jarang",2,"Koneksi internet lambat","Kualitas Perangkat"
"19616","M0355","Tidak ingin menyebutkan","Sains Data",1,2.9,5,4,"Smartphone","Google Meet",5,3,"Selalu","Chat",5,1,"Tidak","Interaksi dosen","Kadang-kadang",3,"Koneksi internet lambat","Kualitas Perangkat"
"19851","M0356","Perempuan","Desain Produk",8,2.2,3,4,"Laptop","Zoom",3,4,"Selalu","Breakout Rooms",5,2,"Tidak","Bisa belajar lebih dalam","Tidak Pernah",2,"Kurang memahami materi sulit","Materi Kuliah"
"19646","M0357","Perempuan","Teknik Informatika",7,2.7,1,4,"Tablet","Google Meet",1,4,"Jarang","Tidak Ada",1,3,"Ya","Interaksi dosen","Jarang",3,"Kurang interaksi","Kualitas Perangkat, Lainnya, Interaksi Mahasiswa"
"19405","M0358","Perempuan","Teknik Informatika",5,3.8,5,5,"Smartphone","Google Meet",1,4,"Kadang-kadang","Breakout Rooms",3,1,"Ya","Efisiensi","Kadang-kadang",5,"Sulit bertanya dengan bebas","Materi Kuliah, Interaksi Mahasiswa, Koneksi Internet"
"19688","M0359","Perempuan","Sains Data",7,3.1,4,3,"Tablet","Google Classroom",3,3,"Jarang","Tidak Ada",4,3,"Ya","Interaksi dosen","Tidak Pernah",3,"Kurang memahami materi sulit","Interaksi Mahasiswa"
"19457","M0360","Perempuan","Teknik Perminyakan",3,2.1,3,3,"Tablet","Zoom",3,4,"Kadang-kadang","Breakout Rooms",2,1,"Ya","Bisa belajar lebih dalam","Tidak Pernah",1,"Tidak bisa diskusi tatap muka","Lainnya"
"19465","M0361","Laki-laki","Sains Data",2,2.8,3,4,"Laptop","Zoom",1,2,"Kadang-kadang","Polling",2,3,"Tidak","Efisiensi","Selalu",2,"Sulit bertanya dengan bebas","Koneksi Internet, Materi Kuliah, Lainnya"
"19658","M0362","Laki-laki","Teknik Pertambangan",7,2.2,5,4,"Tablet","Google Classroom",1,4,"Kadang-kadang","Tidak Ada",3,2,"Tidak","Bisa belajar lebih dalam","Jarang",3,"Koneksi internet lambat","Lainnya, Materi Kuliah"
"19367","M0363","Tidak ingin menyebutkan","Sains Data",4,2.6,2,1,"Tablet","Google Classroom",2,3,"Kadang-kadang","Tidak Ada",2,3,"Ya","Fleksibilitas waktu","Kadang-kadang",5,"Tidak bisa diskusi tatap muka","Kualitas Perangkat, Materi Kuliah, Koneksi Internet"
"19527","M0364","Laki-laki","Teknik Pertambangan",5,3.4,1,3,"Smartphone","Google Classroom",1,3,"Sering","Chat",1,1,"Ya","Bisa belajar lebih dalam","Selalu",3,"Kurang interaksi","Interaksi Dosen, Kualitas Perangkat"
"19637","M0365","Laki-laki","Teknik Informatika",1,2.8,5,1,"Smartphone","Google Meet",5,5,"Selalu","Polling",2,2,"Ya","Fleksibilitas waktu","Sering",2,"Sulit fokus","Materi Kuliah, Koneksi Internet, Interaksi Mahasiswa"
"19705","M0366","Tidak ingin menyebutkan","Teknik Perminyakan",5,3.3,3,1,"Smartphone","Google Meet",1,1,"Tidak Pernah","Chat",3,3,"Ya","Akses materi daring","Sering",2,"Sulit fokus","Koneksi Internet"
"19759","M0367","Laki-laki","Teknik Perminyakan",3,3,5,4,"Laptop","Google Meet",1,5,"Selalu","Tidak Ada",5,4,"Tidak","Bisa belajar lebih dalam","Kadang-kadang",1,"Tidak bisa diskusi tatap muka","Lainnya, Koneksi Internet, Interaksi Mahasiswa"
"19566","M0368","Perempuan","Desain Produk",5,3.6,3,5,"Tablet","Zoom",1,5,"Tidak Pernah","Chat",3,1,"Tidak","Tugas yang menarik","Kadang-kadang",2,"Tidak bisa diskusi tatap muka","Koneksi Internet, Lainnya, Interaksi Dosen"
"19825","M0369","Tidak ingin menyebutkan","Sains Data",2,3.2,3,3,"Laptop","Zoom",1,2,"Tidak Pernah","Breakout Rooms",3,5,"Tidak","Tugas yang menarik","Sering",1,"Kurang interaksi","Materi Kuliah, Interaksi Mahasiswa, Interaksi Dosen"
"20006","M0370","Tidak ingin menyebutkan","Teknik Perminyakan",1,2.3,2,1,"Smartphone","Google Meet",3,1,"Jarang","Chat",5,3,"Ya","Interaksi dosen","Tidak Pernah",5,"Sulit fokus","Lainnya, Interaksi Dosen"
"19666","M0371","Perempuan","Sains Data",6,3.9,4,5,"Smartphone","Zoom",4,4,"Tidak Pernah","Chat",5,5,"Tidak","Bisa belajar lebih dalam","Selalu",5,"Sulit bertanya dengan bebas","Interaksi Mahasiswa, Materi Kuliah"
"19752","M0372","Perempuan","Teknik Pertambangan",8,2.1,1,1,"Laptop","Zoom",2,2,"Selalu","Breakout Rooms",5,5,"Tidak","Bisa belajar lebih dalam","Jarang",4,"Kurang memahami materi sulit","Materi Kuliah, Koneksi Internet"
"19465","M0373","Laki-laki","Teknik Perminyakan",5,2.2,2,5,"Tablet","Zoom",2,2,"Jarang","Breakout Rooms",5,2,"Ya","Fleksibilitas waktu","Kadang-kadang",1,"Tidak bisa diskusi tatap muka","Materi Kuliah, Koneksi Internet, Kualitas Perangkat"
"19365","M0374","Tidak ingin menyebutkan","Sains Data",8,3.7,4,1,"Smartphone","Google Meet",2,5,"Selalu","Chat",3,4,"Tidak","Interaksi dosen","Kadang-kadang",5,"Tidak bisa diskusi tatap muka","Koneksi Internet"
"19983","M0375","Tidak ingin menyebutkan","Teknik Perminyakan",4,2.8,4,2,"Tablet","Google Classroom",1,2,"Jarang","Tidak Ada",5,5,"Tidak","Fleksibilitas waktu","Sering",2,"Sulit fokus","Kualitas Perangkat, Koneksi Internet, Lainnya"
"19618","M0376","Laki-laki","Sains Data",6,3.4,2,5,"Smartphone","Google Classroom",4,2,"Kadang-kadang","Tidak Ada",5,1,"Ya","Akses materi daring","Tidak Pernah",1,"Kurang interaksi","Lainnya, Materi Kuliah"
"19898","M0377","Tidak ingin menyebutkan","Teknik Perminyakan",2,3.5,3,1,"Tablet","Google Classroom",3,2,"Selalu","Polling",2,2,"Tidak","Fleksibilitas waktu","Jarang",3,"Koneksi internet lambat","Kualitas Perangkat"
"19663","M0378","Laki-laki","Teknik Pertambangan",6,4,4,5,"Tablet","Zoom",1,5,"Kadang-kadang","Tidak Ada",5,1,"Ya","Interaksi dosen","Tidak Pernah",1,"Gangguan teknis","Interaksi Dosen, Kualitas Perangkat, Lainnya"
"19683","M0379","Laki-laki","Sains Data",8,3.9,5,1,"Smartphone","Zoom",2,4,"Sering","Tidak Ada",2,3,"Ya","Interaksi dosen","Selalu",3,"Koneksi internet lambat","Interaksi Dosen, Lainnya"
"19431","M0380","Perempuan","Sains Data",3,2.3,3,4,"Smartphone","Zoom",2,5,"Kadang-kadang","Polling",3,5,"Ya","Bisa belajar lebih dalam","Tidak Pernah",4,"Kurang memahami materi sulit","Interaksi Mahasiswa, Koneksi Internet, Materi Kuliah"
"19639","M0381","Laki-laki","Teknik Informatika",3,3.3,4,4,"Tablet","Google Meet",3,2,"Sering","Polling",1,4,"Ya","Tugas yang menarik","Tidak Pernah",4,"Tidak bisa diskusi tatap muka","Lainnya, Interaksi Dosen, Koneksi Internet"
"19942","M0382","Laki-laki","Desain Produk",6,2.1,4,4,"Smartphone","Google Classroom",1,1,"Tidak Pernah","Breakout Rooms",1,1,"Tidak","Akses materi daring","Tidak Pernah",5,"Tidak bisa diskusi tatap muka","Materi Kuliah, Interaksi Dosen, Interaksi Mahasiswa"
"19624","M0383","Laki-laki","Teknik Informatika",4,3,5,5,"Tablet","Google Classroom",5,5,"Sering","Tidak Ada",1,2,"Ya","Interaksi dosen","Kadang-kadang",4,"Sulit bertanya dengan bebas","Koneksi Internet, Interaksi Mahasiswa"
"19619","M0384","Laki-laki","Desain Produk",2,3.6,3,2,"Laptop","Google Meet",2,4,"Tidak Pernah","Polling",4,4,"Ya","Efisiensi","Kadang-kadang",2,"Tidak bisa diskusi tatap muka","Lainnya"
"19561","M0385","Laki-laki","Teknik Perminyakan",6,2.8,5,2,"Tablet","Google Classroom",5,4,"Selalu","Chat",3,3,"Ya","Fleksibilitas waktu","Sering",5,"Gangguan teknis","Interaksi Dosen, Materi Kuliah, Koneksi Internet"
"20080","M0386","Laki-laki","Teknik Informatika",4,3.9,5,5,"Smartphone","Google Classroom",5,5,"Tidak Pernah","Polling",1,5,"Ya","Tugas yang menarik","Tidak Pernah",1,"Kurang memahami materi sulit","Lainnya, Kualitas Perangkat"
"19576","M0387","Tidak ingin menyebutkan","Teknik Pertambangan",7,3.3,2,3,"Laptop","Google Meet",1,4,"Selalu","Polling",2,1,"Ya","Interaksi dosen","Jarang",2,"Sulit fokus","Materi Kuliah, Interaksi Dosen"
"20053","M0388","Tidak ingin menyebutkan","Desain Produk",1,2.9,2,5,"Tablet","Zoom",5,1,"Selalu","Breakout Rooms",5,2,"Tidak","Efisiensi","Selalu",2,"Kurang memahami materi sulit","Interaksi Dosen, Materi Kuliah, Koneksi Internet"
"19709","M0389","Laki-laki","Sains Data",3,3.7,4,5,"Laptop","Google Classroom",2,2,"Selalu","Polling",1,5,"Ya","Interaksi dosen","Kadang-kadang",5,"Tidak bisa diskusi tatap muka","Materi Kuliah, Lainnya"
"20024","M0390","Laki-laki","Desain Produk",8,3.6,3,5,"Tablet","Google Meet",1,1,"Kadang-kadang","Tidak Ada",3,4,"Ya","Akses materi daring","Selalu",3,"Kurang memahami materi sulit","Lainnya, Materi Kuliah"
"19476","M0391","Tidak ingin menyebutkan","Sains Data",1,2.9,1,1,"Smartphone","Google Meet",2,4,"Jarang","Tidak Ada",4,3,"Ya","Bisa belajar lebih dalam","Jarang",3,"Gangguan teknis","Kualitas Perangkat, Interaksi Mahasiswa"
"19809","M0392","Perempuan","Sains Data",6,2.7,2,2,"Smartphone","Zoom",3,4,"Sering","Breakout Rooms",4,3,"Ya","Efisiensi","Jarang",5,"Sulit fokus","Koneksi Internet, Interaksi Dosen"
"19936","M0393","Perempuan","Teknik Informatika",3,3.1,3,2,"Laptop","Google Classroom",2,3,"Selalu","Polling",2,4,"Ya","Fleksibilitas waktu","Selalu",4,"Kurang memahami materi sulit","Interaksi Dosen, Koneksi Internet, Materi Kuliah"
"19979","M0394","Tidak ingin menyebutkan","Teknik Informatika",6,3.7,5,1,"Tablet","Google Classroom",1,2,"Tidak Pernah","Tidak Ada",2,4,"Ya","Akses materi daring","Jarang",3,"Sulit fokus","Koneksi Internet, Interaksi Mahasiswa, Kualitas Perangkat"
"20003","M0395","Tidak ingin menyebutkan","Sains Data",2,3.2,2,3,"Laptop","Google Classroom",2,1,"Sering","Polling",5,5,"Ya","Bisa belajar lebih dalam","Selalu",1,"Kurang memahami materi sulit","Materi Kuliah"
"19393","M0396","Perempuan","Teknik Perminyakan",1,3.3,1,4,"Laptop","Google Meet",3,4,"Tidak Pernah","Chat",2,2,"Tidak","Bisa belajar lebih dalam","Tidak Pernah",3,"Sulit fokus","Materi Kuliah, Kualitas Perangkat, Koneksi Internet"
"19412","M0397","Tidak ingin menyebutkan","Sains Data",6,3.5,5,2,"Laptop","Google Classroom",4,2,"Jarang","Chat",5,4,"Ya","Tugas yang menarik","Jarang",1,"Gangguan teknis","Lainnya"
"19847","M0398","Tidak ingin menyebutkan","Teknik Informatika",4,3.4,3,2,"Laptop","Zoom",4,1,"Kadang-kadang","Breakout Rooms",5,2,"Tidak","Efisiensi","Kadang-kadang",2,"Kurang memahami materi sulit","Interaksi Mahasiswa, Lainnya, Materi Kuliah"
"19597","M0399","Laki-laki","Teknik Perminyakan",8,3.7,5,3,"Tablet","Zoom",4,1,"Tidak Pernah","Polling",4,2,"Ya","Akses materi daring","Sering",1,"Kurang memahami materi sulit","Interaksi Dosen"
"19989","M0400","Perempuan","Sains Data",3,2.2,2,5,"Smartphone","Google Classroom",4,4,"Kadang-kadang","Breakout Rooms",3,1,"Tidak","Tugas yang menarik","Tidak Pernah",3,"Sulit fokus","Lainnya"
"19661","M0401","Perempuan","Sains Data",8,3.2,2,3,"Tablet","Google Classroom",4,5,"Kadang-kadang","Breakout Rooms",4,1,"Tidak","Interaksi dosen","Tidak Pernah",4,"Sulit fokus","Materi Kuliah, Kualitas Perangkat, Interaksi Dosen"
"19367","M0402","Perempuan","Teknik Informatika",2,2.5,4,5,"Laptop","Google Classroom",1,2,"Selalu","Tidak Ada",4,4,"Ya","Tugas yang menarik","Selalu",1,"Gangguan teknis","Kualitas Perangkat, Koneksi Internet, Materi Kuliah"
"20022","M0403","Perempuan","Teknik Pertambangan",3,2.9,5,3,"Tablet","Google Meet",5,4,"Sering","Tidak Ada",1,4,"Tidak","Fleksibilitas waktu","Tidak Pernah",3,"Kurang interaksi","Koneksi Internet, Interaksi Mahasiswa"
"19779","M0404","Laki-laki","Desain Produk",7,2.6,1,4,"Smartphone","Google Meet",1,5,"Tidak Pernah","Tidak Ada",1,2,"Ya","Akses materi daring","Selalu",2,"Kurang interaksi","Materi Kuliah, Lainnya, Interaksi Mahasiswa"
"19969","M0405","Laki-laki","Sains Data",4,3.8,5,5,"Smartphone","Google Meet",5,1,"Jarang","Polling",2,5,"Ya","Interaksi dosen","Selalu",5,"Kurang memahami materi sulit","Lainnya, Interaksi Dosen, Kualitas Perangkat"
"19462","M0406","Perempuan","Desain Produk",6,2.8,3,3,"Smartphone","Google Classroom",1,3,"Jarang","Tidak Ada",4,5,"Ya","Tugas yang menarik","Selalu",4,"Sulit fokus","Materi Kuliah, Interaksi Mahasiswa"
"19745","M0407","Perempuan","Teknik Informatika",1,3.1,1,2,"Laptop","Zoom",5,3,"Sering","Chat",1,5,"Ya","Akses materi daring","Jarang",5,"Sulit fokus","Koneksi Internet, Materi Kuliah"
"19820","M0408","Laki-laki","Sains Data",5,2.2,4,1,"Tablet","Google Meet",4,1,"Kadang-kadang","Tidak Ada",5,5,"Ya","Interaksi dosen","Jarang",5,"Sulit fokus","Interaksi Dosen, Interaksi Mahasiswa, Materi Kuliah"
"19537","M0409","Tidak ingin menyebutkan","Teknik Pertambangan",6,3.9,1,4,"Tablet","Zoom",4,4,"Sering","Chat",5,4,"Tidak","Fleksibilitas waktu","Kadang-kadang",1,"Kurang memahami materi sulit","Interaksi Mahasiswa"
"19635","M0410","Laki-laki","Teknik Pertambangan",7,3.5,1,4,"Tablet","Zoom",2,4,"Sering","Breakout Rooms",4,5,"Ya","Efisiensi","Kadang-kadang",1,"Koneksi internet lambat","Lainnya, Interaksi Mahasiswa"
"19730","M0411","Tidak ingin menyebutkan","Teknik Perminyakan",2,3,2,3,"Smartphone","Google Meet",2,1,"Selalu","Tidak Ada",5,2,"Tidak","Interaksi dosen","Tidak Pernah",1,"Gangguan teknis","Interaksi Mahasiswa, Koneksi Internet, Lainnya"
"19598","M0412","Tidak ingin menyebutkan","Teknik Informatika",5,2.4,3,4,"Smartphone","Google Classroom",4,5,"Kadang-kadang","Tidak Ada",2,5,"Ya","Interaksi dosen","Jarang",1,"Sulit bertanya dengan bebas","Interaksi Mahasiswa, Koneksi Internet"
"19381","M0413","Perempuan","Teknik Pertambangan",7,3.5,3,1,"Smartphone","Google Classroom",3,3,"Kadang-kadang","Breakout Rooms",3,5,"Tidak","Bisa belajar lebih dalam","Selalu",1,"Tidak bisa diskusi tatap muka","Kualitas Perangkat, Interaksi Mahasiswa"
"20036","M0414","Tidak ingin menyebutkan","Teknik Perminyakan",5,3.2,4,5,"Tablet","Google Classroom",2,1,"Tidak Pernah","Polling",1,2,"Ya","Bisa belajar lebih dalam","Selalu",3,"Gangguan teknis","Kualitas Perangkat, Koneksi Internet, Interaksi Dosen"
"19916","M0415","Tidak ingin menyebutkan","Teknik Perminyakan",1,2.1,3,5,"Laptop","Google Meet",1,5,"Sering","Polling",5,3,"Ya","Interaksi dosen","Jarang",2,"Tidak bisa diskusi tatap muka","Materi Kuliah"
"20060","M0416","Tidak ingin menyebutkan","Teknik Informatika",3,2.1,4,1,"Tablet","Google Classroom",1,3,"Selalu","Polling",5,5,"Ya","Efisiensi","Selalu",4,"Koneksi internet lambat","Kualitas Perangkat, Koneksi Internet, Materi Kuliah"
"19394","M0417","Laki-laki","Sains Data",5,2.9,1,4,"Laptop","Google Meet",1,2,"Selalu","Tidak Ada",4,1,"Ya","Interaksi dosen","Selalu",4,"Kurang memahami materi sulit","Koneksi Internet"
"20043","M0418","Tidak ingin menyebutkan","Teknik Pertambangan",4,2.4,3,2,"Tablet","Google Classroom",4,1,"Tidak Pernah","Breakout Rooms",1,1,"Ya","Tugas yang menarik","Tidak Pernah",2,"Sulit fokus","Kualitas Perangkat"
"19923","M0419","Laki-laki","Desain Produk",2,3,5,3,"Laptop","Google Classroom",3,4,"Tidak Pernah","Tidak Ada",4,1,"Ya","Fleksibilitas waktu","Kadang-kadang",1,"Gangguan teknis","Kualitas Perangkat"
"19660","M0420","Tidak ingin menyebutkan","Desain Produk",8,4,3,1,"Smartphone","Google Classroom",1,2,"Kadang-kadang","Chat",3,1,"Ya","Efisiensi","Selalu",3,"Tidak bisa diskusi tatap muka","Interaksi Mahasiswa, Koneksi Internet"
"20076","M0421","Laki-laki","Desain Produk",7,2.4,2,5,"Tablet","Zoom",1,3,"Kadang-kadang","Chat",4,2,"Tidak","Fleksibilitas waktu","Kadang-kadang",5,"Sulit bertanya dengan bebas","Lainnya, Koneksi Internet, Interaksi Dosen"
"19376","M0422","Laki-laki","Desain Produk",8,3.4,2,2,"Tablet","Google Classroom",3,5,"Tidak Pernah","Chat",1,3,"Tidak","Fleksibilitas waktu","Jarang",3,"Kurang memahami materi sulit","Interaksi Mahasiswa, Lainnya"
"20069","M0423","Perempuan","Teknik Informatika",3,2.3,2,2,"Tablet","Google Classroom",4,4,"Tidak Pernah","Polling",4,5,"Ya","Akses materi daring","Sering",2,"Kurang interaksi","Interaksi Mahasiswa"
"20028","M0424","Perempuan","Teknik Informatika",3,3.1,5,4,"Tablet","Zoom",5,5,"Sering","Polling",1,5,"Tidak","Efisiensi","Tidak Pernah",4,"Sulit bertanya dengan bebas","Materi Kuliah, Lainnya"
"19735","M0425","Laki-laki","Desain Produk",3,3.7,5,4,"Tablet","Google Classroom",4,3,"Tidak Pernah","Chat",4,3,"Ya","Akses materi daring","Selalu",5,"Koneksi internet lambat","Kualitas Perangkat, Koneksi Internet"
"19906","M0426","Laki-laki","Teknik Perminyakan",7,2.3,1,2,"Laptop","Google Classroom",2,2,"Tidak Pernah","Tidak Ada",4,2,"Ya","Bisa belajar lebih dalam","Tidak Pernah",5,"Tidak bisa diskusi tatap muka","Koneksi Internet, Materi Kuliah"
"19972","M0427","Laki-laki","Sains Data",6,3.6,3,2,"Smartphone","Google Classroom",5,3,"Selalu","Chat",1,4,"Ya","Efisiensi","Sering",4,"Gangguan teknis","Interaksi Mahasiswa"
"19601","M0428","Tidak ingin menyebutkan","Teknik Informatika",5,2.5,5,4,"Smartphone","Zoom",3,5,"Tidak Pernah","Polling",4,4,"Ya","Efisiensi","Tidak Pernah",5,"Kurang memahami materi sulit","Koneksi Internet, Interaksi Mahasiswa"
"19405","M0429","Laki-laki","Teknik Informatika",3,2.2,2,5,"Tablet","Google Classroom",4,5,"Selalu","Breakout Rooms",5,3,"Ya","Efisiensi","Selalu",4,"Tidak bisa diskusi tatap muka","Lainnya"
"19545","M0430","Laki-laki","Desain Produk",6,2.3,3,3,"Smartphone","Google Classroom",3,2,"Jarang","Breakout Rooms",4,1,"Ya","Bisa belajar lebih dalam","Tidak Pernah",4,"Sulit fokus","Koneksi Internet"
